Season,Station,File,DateTimeCorrected,Species,Enter,Stay,RightCens
N220227,BSN0689,IMG_0381.AVI,2022/3/1 9:40,Others,NA,NA,NA
N220227,BSN0689,IMG_0382.AVI,2022/3/1 9:40,Others,NA,NA,NA
N220227,BSN0689,IMG_0383.AVI,2022/3/1 9:55,Others,NA,NA,NA
N220227,BSN0689,IMG_0384.AVI,2022/3/1 11:15,Others,NA,NA,NA
N220227,BSN0689,IMG_0385.AVI,2022/3/1 11:16,Others,NA,NA,NA
N220227,BSN0689,IMG_0386.AVI,2022/3/1 12:23,Others,NA,NA,NA
N220227,BSN0689,IMG_0387.AVI,2022/3/1 22:11,Cat,NA,NA,NA
N220227,BSN0689,IMG_0388.AVI,2022/3/2 0:41,Raccoon,NA,NA,NA
N220227,BSN0689,IMG_0389.AVI,2022/3/2 12:17,Others,NA,NA,NA
N220227,BSN0689,IMG_0390.AVI,2022/3/2 13:27,Others,NA,NA,NA
N220227,BSN0689,IMG_0391.AVI,2022/3/2 13:28,Others,NA,NA,NA
N220227,BSN0735,IMG_0250.AVI,2022/3/1 18:55,Boar,NA,NA,NA
N220227,BSN0735,IMG_0251.AVI,2022/3/1 18:56,Boar,NA,NA,NA
N220227,BSN0735,IMG_0252.AVI,2022/3/1 23:40,Deer,NA,NA,NA
N220227,BSN0735,IMG_0253.AVI,2022/3/1 23:41,Deer,NA,NA,NA
N220227,BSN0735,IMG_0254.AVI,2022/3/2 15:29,Others,NA,NA,NA
N220227,BSN0735,IMG_0255.AVI,2022/3/2 15:29,Others,NA,NA,NA
N220227,BSN0759,IMG_0493.AVI,2022/3/2 11:16,Others,NA,NA,NA
N220227,BSN0759,IMG_0494.AVI,2022/3/2 11:16,Others,NA,NA,NA
N220227,BSN0761,IMG_0326.AVI,2022/3/1 5:38,Muntjac,NA,NA,NA
N220227,BSN0761,IMG_0327.AVI,2022/3/1 5:40,Muntjac,NA,NA,NA
N220227,BSN0761,IMG_0328.AVI,2022/3/1 16:29,Muntjac,NA,NA,NA
N220227,BSN0761,IMG_0329.AVI,2022/3/2 5:52,Others,NA,NA,NA
N220227,BSN0761,IMG_0330.AVI,2022/3/2 6:21,Muntjac,NA,NA,NA
N220227,BSN0761,IMG_0331.AVI,2022/3/2 6:24,Muntjac,NA,NA,NA
N220227,BSN0761,IMG_0332.AVI,2022/3/2 6:29,Muntjac,NA,NA,NA
N220227,BSN0761,IMG_0333.AVI,2022/3/2 12:28,Others,NA,NA,NA
N220227,BSN0761,IMG_0334.AVI,2022/3/2 12:28,Others,NA,NA,NA
N220227,BSN0770,IMG_0098.AVI,2022/3/1 11:05,Macaque,NA,NA,NA
N220227,BSN0770,IMG_0099.AVI,2022/3/1 11:27,Others,NA,NA,NA
N220227,BSN0770,IMG_0100.AVI,2022/3/1 18:42,Muntjac,NA,NA,NA
N220227,BSN0770,IMG_0101.AVI,2022/3/1 20:41,RaccoonDog,NA,NA,NA
N220227,BSN0770,IMG_0102.AVI,2022/3/2 6:21,Muntjac,NA,NA,NA
N220227,BSN0770,IMG_0103.AVI,2022/3/2 7:49,Others,NA,NA,NA
N220227,BSN0770,IMG_0104.AVI,2022/3/2 15:53,Others,NA,NA,NA
N220227,BSN0770,IMG_0105.AVI,2022/3/2 15:53,Others,NA,NA,NA
N220227,BSN0800,IMG_0500.AVI,2022/3/1 11:59,Others,NA,NA,NA
N220227,BSN0804,IMG_0224.AVI,2022/3/1 16:37,Others,NA,NA,NA
N220227,BSN0838,IMG_0161.AVI,2022/3/2 11:03,Others,NA,NA,NA
N220227,BSN0868,IMG_0305.AVI,2022/3/1 13:04,Others,NA,NA,NA
N220227,BSN0868,IMG_0306.AVI,2022/3/1 17:00,Others,NA,NA,NA
N220227,BSN0870,IMG_0414.AVI,2022/3/1 8:48,Muntjac,NA,NA,NA
N220227,BSN0870,IMG_0415.AVI,2022/3/1 12:31,Others,NA,NA,NA
N220227,BSN0870,IMG_0416.AVI,2022/3/1 13:00,Others,NA,NA,NA
N220227,BSN0870,IMG_0417.AVI,2022/3/2 1:35,Muntjac,NA,NA,NA
N220227,BSN0870,IMG_0418.AVI,2022/3/2 9:06,Others,NA,NA,NA
N220227,BSN0871,IMG_0396.AVI,2022/3/2 1:35,Others,NA,NA,NA
N220227,BSN0871,IMG_0397.AVI,2022/3/2 2:38,Others,NA,NA,NA
N220227,BSN0871,IMG_0398.AVI,2022/3/2 9:28,Others,NA,NA,NA
N220227,BSN0872,IMG_0517.AVI,2022/3/1 11:33,Others,NA,NA,NA
N220227,BSN0872,IMG_0518.AVI,2022/3/1 11:38,Others,NA,NA,NA
N220227,BSN0872,IMG_0519.AVI,2022/3/1 11:38,Others,NA,NA,NA
N220227,BSN0872,IMG_0520.AVI,2022/3/1 12:13,Others,NA,NA,NA
N220227,BSN0872,IMG_0521.AVI,2022/3/1 12:26,Others,NA,NA,NA
N220227,BSN0872,IMG_0522.AVI,2022/3/1 13:22,Others,NA,NA,NA
N220227,BSN0872,IMG_0523.AVI,2022/3/1 13:22,Others,NA,NA,NA
N220227,BSN0872,IMG_0524.AVI,2022/3/1 13:23,Others,NA,NA,NA
N220227,BSN0872,IMG_0525.AVI,2022/3/1 13:43,Others,NA,NA,NA
N220227,BSN0872,IMG_0526.AVI,2022/3/1 13:46,Others,NA,NA,NA
N220227,BSN0872,IMG_0527.AVI,2022/3/1 13:47,Others,NA,NA,NA
N220227,BSN0872,IMG_0528.AVI,2022/3/1 13:49,Others,NA,NA,NA
N220227,BSN0872,IMG_0529.AVI,2022/3/1 13:51,Others,NA,NA,NA
N220227,BSN0872,IMG_0530.AVI,2022/3/1 13:57,Others,NA,NA,NA
N220227,BSN0872,IMG_0531.AVI,2022/3/1 13:58,Others,NA,NA,NA
N220227,BSN0872,IMG_0532.AVI,2022/3/1 13:58,Others,NA,NA,NA
N220227,BSN0872,IMG_0533.AVI,2022/3/1 14:00,Others,NA,NA,NA
N220227,BSN0872,IMG_0534.AVI,2022/3/1 14:01,Others,NA,NA,NA
N220227,BSN0872,IMG_0535.AVI,2022/3/1 14:02,Others,NA,NA,NA
N220227,BSN0872,IMG_0536.AVI,2022/3/1 14:04,Others,NA,NA,NA
N220227,BSN0872,IMG_0537.AVI,2022/3/1 14:05,Others,NA,NA,NA
N220227,BSN0872,IMG_0538.AVI,2022/3/1 14:05,Others,NA,NA,NA
N220227,BSN0872,IMG_0539.AVI,2022/3/1 14:08,Others,NA,NA,NA
N220227,BSN0872,IMG_0540.AVI,2022/3/1 14:08,Others,NA,NA,NA
N220227,BSN0872,IMG_0541.AVI,2022/3/1 14:11,Others,NA,NA,NA
N220227,BSN0872,IMG_0542.AVI,2022/3/1 14:11,Others,NA,NA,NA
N220227,BSN0872,IMG_0543.AVI,2022/3/1 14:21,Others,NA,NA,NA
N220227,BSN0872,IMG_0544.AVI,2022/3/1 14:22,Others,NA,NA,NA
N220227,BSN0872,IMG_0545.AVI,2022/3/1 14:24,Others,NA,NA,NA
N220227,BSN0872,IMG_0546.AVI,2022/3/1 14:29,Others,NA,NA,NA
N220227,BSN0872,IMG_0547.AVI,2022/3/1 14:29,Others,NA,NA,NA
N220227,BSN0872,IMG_0548.AVI,2022/3/1 14:31,Others,NA,NA,NA
N220227,BSN0872,IMG_0549.AVI,2022/3/1 14:35,Others,NA,NA,NA
N220227,BSN0872,IMG_0550.AVI,2022/3/1 14:44,Others,NA,NA,NA
N220227,BSN0872,IMG_0551.AVI,2022/3/1 14:45,Others,NA,NA,NA
N220227,BSN0872,IMG_0552.AVI,2022/3/1 14:50,Others,NA,NA,NA
N220227,BSN0872,IMG_0553.AVI,2022/3/1 15:00,Others,NA,NA,NA
N220227,BSN0872,IMG_0554.AVI,2022/3/1 15:01,Others,NA,NA,NA
N220227,BSN0872,IMG_0555.AVI,2022/3/1 15:08,Others,NA,NA,NA
N220227,BSN0872,IMG_0556.AVI,2022/3/1 15:17,Others,NA,NA,NA
N220227,BSN0872,IMG_0557.AVI,2022/3/1 15:17,Others,NA,NA,NA
N220227,BSN0872,IMG_0558.AVI,2022/3/1 15:17,Others,NA,NA,NA
N220227,BSN0872,IMG_0559.AVI,2022/3/1 15:28,Others,NA,NA,NA
N220227,BSN0872,IMG_0560.AVI,2022/3/1 15:56,Others,NA,NA,NA
N220227,BSN0872,IMG_0561.AVI,2022/3/1 15:57,Others,NA,NA,NA
N220227,BSN0872,IMG_0562.AVI,2022/3/1 16:12,Others,NA,NA,NA
N220227,BSN0872,IMG_0563.AVI,2022/3/2 8:50,Others,NA,NA,NA
N220227,BSN0872,IMG_0564.AVI,2022/3/2 8:51,Others,NA,NA,NA
N220227,BSN0872,IMG_0565.AVI,2022/3/2 9:55,Others,NA,NA,NA
N220227,BSN0872,IMG_0566.AVI,2022/3/2 9:58,Others,NA,NA,NA
N220227,BSN0908,IMG_0298.AVI,2022/3/1 8:20,Others,NA,NA,NA
N220227,BSN0908,IMG_0299.AVI,2022/3/1 14:52,Others,NA,NA,NA
N220227,BSN0908,IMG_0300.AVI,2022/3/1 14:52,Others,NA,NA,NA
N220227,BSN0977,IMG_0184.AVI,2022/3/1 10:48,Others,NA,NA,NA
N220227,BSN0977,IMG_0185.AVI,2022/3/1 10:56,Others,NA,NA,NA
N220227,BSN1016,IMG_0024.AVI,2022/3/1 8:39,Others,NA,NA,NA
N220227,BSN1090,IMG_0305.AVI,2022/3/1 8:11,Others,NA,NA,NA
N220227,BSN1090,IMG_0306.AVI,2022/3/1 9:28,Others,NA,NA,NA
N220227,BSN1092,IMG_0551.AVI,2022/3/1 2:20,Others,NA,NA,NA
N220227,BSN1092,IMG_0552.AVI,2022/3/1 2:30,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0553.AVI,2022/3/1 2:31,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0554.AVI,2022/3/1 2:32,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0555.AVI,2022/3/1 6:00,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0556.AVI,2022/3/1 6:27,Others,NA,NA,NA
N220227,BSN1092,IMG_0557.AVI,2022/3/1 6:30,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0558.AVI,2022/3/1 9:44,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0559.AVI,2022/3/1 9:45,Muntjac,NA,NA,NA
N220227,BSN1092,IMG_0560.AVI,2022/3/1 10:24,Others,NA,NA,NA
N220227,BSN0482,IMG_0418.AVI,2022/3/1 10:57,Others,NA,NA,NA
N220227,BSN0482,IMG_0419.AVI,2022/3/1 13:13,Others,NA,NA,NA
N220227,BSN0482,IMG_0420.AVI,2022/3/1 13:20,Others,NA,NA,NA
N220227,BSN0482,IMG_0421.AVI,2022/3/1 13:41,Others,NA,NA,NA
N220227,BSN0482,IMG_0422.AVI,2022/3/2 11:06,Others,NA,NA,NA
N220227,BSN0482,IMG_0423.AVI,2022/3/2 11:06,Others,NA,NA,NA
N220227,BSN0616,IMG_0137.AVI,2022/3/1 6:51,Others,NA,NA,NA
N220227,BSN0616,IMG_0138.AVI,2022/3/2 15:16,Others,NA,NA,NA
N220227,BSN0616,IMG_0139.AVI,2022/3/2 15:16,Others,NA,NA,NA
N220227,BSN0619,IMG_0417.AVI,2022/3/1 6:45,Others,NA,NA,NA
N220227,BSN0619,IMG_0418.AVI,2022/3/1 6:46,Others,NA,NA,NA
N220227,BSN0619,IMG_0419.AVI,2022/3/2 10:40,Others,NA,NA,NA
N220227,BSN0619,IMG_0420.AVI,2022/3/2 15:47,Others,NA,NA,NA
N220227,BSN0658,IMG_0549.AVI,2022/3/1 11:05,Others,NA,NA,NA
N220227,BSN0658,IMG_0550.AVI,2022/3/1 16:30,Others,NA,NA,NA
N220227,BSN0658,IMG_0551.AVI,2022/3/1 20:48,Others,NA,NA,NA
N220227,BSN0658,IMG_0552.AVI,2022/3/2 14:36,Others,NA,NA,NA
N220227,BSN0662,IMG_0211.AVI,2022/3/1 7:40,Muntjac,NA,NA,NA
N220227,BSN0662,IMG_0212.AVI,2022/3/1 11:29,Others,NA,NA,NA
N220227,BSN0662,IMG_0213.AVI,2022/3/1 11:29,Others,NA,NA,NA
N220227,BSN0662,IMG_0214.AVI,2022/3/1 16:52,Others,NA,NA,NA
N220227,BSN0662,IMG_0215.AVI,2022/3/1 17:01,Others,NA,NA,NA
N220227,BSN0662,IMG_0216.AVI,2022/3/2 6:48,Muntjac,NA,NA,NA
N220227,BSN0662,IMG_0217.AVI,2022/3/2 6:48,Muntjac,NA,NA,NA
N220227,BSN0662,IMG_0218.AVI,2022/3/2 14:01,Others,NA,NA,NA
N220227,BSN0662,IMG_0219.AVI,2022/3/3 14:31,Others,NA,NA,NA
N220227,BSN0662,IMG_0220.AVI,2022/3/3 14:31,Others,NA,NA,NA
N220227,BSN0731,IMG_0401.AVI,2022/3/2 14:08,Others,NA,NA,NA
N220227,BSN0760,IMG_0621.AVI,2022/3/3 11:43,Others,NA,NA,NA
N220227,BSN0797,IMG_0496.AVI,2022/3/2 6:53,Muntjac,NA,NA,NA
N220227,BSN0797,IMG_0497.AVI,2022/3/2 12:05,Others,NA,NA,NA
N220227,BSN0797,IMG_0498.AVI,2022/3/2 12:05,Others,NA,NA,NA
N220227,BSN0802,IMG_0184.AVI,2022/3/1 15:12,Others,NA,NA,NA
N220227,BSN0837,IMG_0320.AVI,2022/3/1 15:23,Others,NA,NA,NA
N220227,BSN0837,IMG_0321.AVI,2022/3/1 15:24,Others,NA,NA,NA
N220227,BSN0837,IMG_0322.AVI,2022/3/1 15:25,Others,NA,NA,NA
N220227,BSN0837,IMG_0323.AVI,2022/3/2 10:32,Others,NA,NA,NA
N220227,BSN0983,IMG_0395.AVI,2022/3/1 14:05,Others,NA,NA,NA
N220227,BSN0983,IMG_0397.AVI,2022/3/1 14:06,Others,NA,NA,NA
N220227,BSN0983,IMG_0401.AVI,2022/3/1 14:08,Others,NA,NA,NA
N220227,BSN1019,IMG_0288.AVI,2022/3/1 2:02,RaccoonDog,NA,NA,NA
N220227,BSN1019,IMG_0289.AVI,2022/3/1 12:33,Others,NA,NA,NA
N220227,BSN1054,IMG_0480.AVI,2022/3/1 9:41,Others,NA,NA,NA
N220227,BSN0582,IMG_0524.AVI,2022/3/1 5:53,Raccoon,NA,NA,NA
N220227,BSN0582,IMG_0525.AVI,2022/3/1 17:53,Boar,NA,NA,NA
N220227,BSN0582,IMG_0526.AVI,2022/3/1 17:53,Boar,NA,NA,NA
N220227,BSN0582,IMG_0527.AVI,2022/3/2 16:50,Others,NA,NA,NA
N220227,BSN0690,IMG_0121.AVI,2022/3/1 16:53,Others,NA,NA,NA
N220227,BSN0690,IMG_0122.AVI,2022/3/1 16:55,Others,NA,NA,NA
N220227,BSN0690,IMG_0123.AVI,2022/3/1 16:56,Others,NA,NA,NA
N220227,BSN0690,IMG_0124.AVI,2022/3/1 20:34,Boar,NA,NA,NA
N220227,BSN0690,IMG_0125.AVI,2022/3/1 20:35,Boar,NA,NA,NA
N220227,BSN0690,IMG_0126.AVI,2022/3/1 20:35,Boar,NA,NA,NA
N220227,BSN0690,IMG_0127.AVI,2022/3/2 13:00,Others,NA,NA,NA
N220227,BSN0690,IMG_0128.AVI,2022/3/2 13:00,Others,NA,NA,NA
N220227,BSN0692,IMG_0423.AVI,2022/3/1 7:16,Others,NA,NA,NA
N220227,BSN0692,IMG_0424.AVI,2022/3/1 7:23,Others,NA,NA,NA
N220227,BSN0692,IMG_0425.AVI,2022/3/1 10:38,Others,NA,NA,NA
N220227,BSN0692,IMG_0426.AVI,2022/3/1 10:47,Others,NA,NA,NA
N220227,BSN0692,IMG_0427.AVI,2022/3/1 11:01,Others,NA,NA,NA
N220227,BSN0692,IMG_0428.AVI,2022/3/1 13:57,Others,NA,NA,NA
N220227,BSN0698,IMG_0598.AVI,2022/3/1 10:59,Others,NA,NA,NA
N220227,BSN0698,IMG_0599.AVI,2022/3/1 12:04,Others,NA,NA,NA
N220227,BSN0698,IMG_0600.AVI,2022/3/1 12:05,Others,NA,NA,NA
N220227,BSN0698,IMG_0601.AVI,2022/3/1 12:15,Others,NA,NA,NA
N220227,BSN0698,IMG_0602.AVI,2022/3/1 12:30,Others,NA,NA,NA
N220227,BSN0698,IMG_0603.AVI,2022/3/1 12:30,Others,NA,NA,NA
N220227,BSN0698,IMG_0604.AVI,2022/3/1 12:37,Others,NA,NA,NA
N220227,BSN0698,IMG_0605.AVI,2022/3/1 12:50,Others,NA,NA,NA
N220227,BSN0698,IMG_0606.AVI,2022/3/1 12:55,Others,NA,NA,NA
N220227,BSN0698,IMG_0607.AVI,2022/3/1 13:00,Others,NA,NA,NA
N220227,BSN0698,IMG_0608.AVI,2022/3/1 13:05,Others,NA,NA,NA
N220227,BSN0698,IMG_0609.AVI,2022/3/1 13:06,Others,NA,NA,NA
N220227,BSN0698,IMG_0610.AVI,2022/3/1 13:07,Others,NA,NA,NA
N220227,BSN0698,IMG_0611.AVI,2022/3/1 13:08,Others,NA,NA,NA
N220227,BSN0698,IMG_0612.AVI,2022/3/1 13:19,Others,NA,NA,NA
N220227,BSN0698,IMG_0613.AVI,2022/3/1 16:15,Others,NA,NA,NA
N220227,BSN0698,IMG_0614.AVI,2022/3/1 16:16,Others,NA,NA,NA
N220227,BSN0698,IMG_0615.AVI,2022/3/1 16:46,Others,NA,NA,NA
N220227,BSN0698,IMG_0616.AVI,2022/3/1 16:46,Others,NA,NA,NA
N220227,BSN0698,IMG_0617.AVI,2022/3/2 14:46,Others,NA,NA,NA
N220227,BSN0698,IMG_0618.AVI,2022/3/2 14:46,Others,NA,NA,NA
N220227,BSN0766,IMG_0288.AVI,2022/3/1 9:09,Others,NA,NA,NA
N220227,BSN0766,IMG_0289.AVI,2022/3/1 11:54,Others,NA,NA,NA
N220227,BSN0766,IMG_0290.AVI,2022/3/1 14:36,Others,NA,NA,NA
N220227,BSN0798,IMG_0114.AVI,2022/3/1 0:54,Others,NA,NA,NA
N220227,BSN0798,IMG_0115.AVI,2022/3/1 13:47,Others,NA,NA,NA
N220227,BSN0799,IMG_0263.AVI,2022/3/1 5:58,Deer,NA,NA,NA
N220227,BSN0799,IMG_0264.AVI,2022/3/1 5:58,Deer,NA,NA,NA
N220227,BSN0799,IMG_0265.AVI,2022/3/1 5:59,Deer,NA,NA,NA
N220227,BSN0799,IMG_0266.AVI,2022/3/1 5:59,Deer,NA,NA,NA
N220227,BSN0799,IMG_0267.AVI,2022/3/1 6:00,Deer,NA,NA,NA
N220227,BSN0799,IMG_0268.AVI,2022/3/1 6:00,Deer,NA,NA,NA
N220227,BSN0799,IMG_0269.AVI,2022/3/1 6:00,Deer,NA,NA,NA
N220227,BSN0799,IMG_0270.AVI,2022/3/1 6:01,Deer,NA,NA,NA
N220227,BSN0799,IMG_0271.AVI,2022/3/1 6:01,Deer,NA,NA,NA
N220227,BSN0799,IMG_0272.AVI,2022/3/1 6:02,Deer,NA,NA,NA
N220227,BSN0799,IMG_0273.AVI,2022/3/1 6:02,Deer,NA,NA,NA
N220227,BSN0799,IMG_0274.AVI,2022/3/1 6:03,Deer,NA,NA,NA
N220227,BSN0799,IMG_0275.AVI,2022/3/1 6:03,Deer,NA,NA,NA
N220227,BSN0799,IMG_0276.AVI,2022/3/1 6:03,Deer,NA,NA,NA
N220227,BSN0799,IMG_0277.AVI,2022/3/1 6:04,Deer,NA,NA,NA
N220227,BSN0799,IMG_0278.AVI,2022/3/1 6:04,Deer,NA,NA,NA
N220227,BSN0799,IMG_0279.AVI,2022/3/1 6:05,Deer,NA,NA,NA
N220227,BSN0799,IMG_0280.AVI,2022/3/1 6:05,Deer,NA,NA,NA
N220227,BSN0799,IMG_0281.AVI,2022/3/1 6:06,Deer,NA,NA,NA
N220227,BSN0799,IMG_0282.AVI,2022/3/1 6:06,Deer,NA,NA,NA
N220227,BSN0799,IMG_0283.AVI,2022/3/1 6:07,Deer,NA,NA,NA
N220227,BSN0799,IMG_0284.AVI,2022/3/1 6:08,Deer,NA,NA,NA
N220227,BSN0799,IMG_0285.AVI,2022/3/1 6:08,Deer,NA,NA,NA
N220227,BSN0799,IMG_0286.AVI,2022/3/1 6:09,Others,NA,NA,NA
N220227,BSN0799,IMG_0287.AVI,2022/3/1 6:09,Others,NA,NA,NA
N220227,BSN0799,IMG_0288.AVI,2022/3/1 6:10,Deer,NA,NA,NA
N220227,BSN0799,IMG_0289.AVI,2022/3/1 6:11,Deer,NA,NA,NA
N220227,BSN0799,IMG_0290.AVI,2022/3/1 6:11,Deer,NA,NA,NA
N220227,BSN0799,IMG_0291.AVI,2022/3/1 6:11,Deer,NA,NA,NA
N220227,BSN0799,IMG_0292.AVI,2022/3/1 6:12,Deer,NA,NA,NA
N220227,BSN0799,IMG_0293.AVI,2022/3/1 6:12,Deer,NA,NA,NA
N220227,BSN0799,IMG_0294.AVI,2022/3/1 6:12,Deer,NA,NA,NA
N220227,BSN0799,IMG_0295.AVI,2022/3/1 6:13,Deer,NA,NA,NA
N220227,BSN0799,IMG_0296.AVI,2022/3/1 6:13,Deer,NA,NA,NA
N220227,BSN0799,IMG_0297.AVI,2022/3/1 6:14,Deer,NA,NA,NA
N220227,BSN0799,IMG_0298.AVI,2022/3/1 6:15,Deer,NA,NA,NA
N220227,BSN0799,IMG_0299.AVI,2022/3/1 6:15,Deer,NA,NA,NA
N220227,BSN0799,IMG_0300.AVI,2022/3/1 6:33,Others,NA,NA,NA
N220227,BSN0799,IMG_0302.AVI,2022/3/1 11:04,Others,NA,NA,NA
N220227,BSN0799,IMG_0303.AVI,2022/3/1 11:05,Others,NA,NA,NA
N220227,BSN0799,IMG_0304.AVI,2022/3/1 14:45,Others,NA,NA,NA
N220227,BSN0803,IMG_0313.AVI,2022/3/1 15:34,Others,NA,NA,NA
N220227,BSN0941,IMG_0252.AVI,2022/3/1 10:48,Others,NA,NA,NA
N220227,BSN0943,IMG_0325.AVI,2022/3/1 12:35,Others,NA,NA,NA
N220227,BSN0944,IMG_0272.AVI,2022/3/1 6:03,Deer,NA,NA,NA
N220227,BSN0944,IMG_0273.AVI,2022/3/1 6:03,Deer,NA,NA,NA
N220227,BSN0944,IMG_0274.AVI,2022/3/1 6:04,Deer,NA,NA,NA
N220227,BSN0944,IMG_0275.AVI,2022/3/1 6:04,Deer,NA,NA,NA
N220227,BSN0944,IMG_0276.AVI,2022/3/1 6:04,Deer,NA,NA,NA
N220227,BSN0944,IMG_0277.AVI,2022/3/1 6:05,Deer,NA,NA,NA
N220227,BSN0944,IMG_0278.AVI,2022/3/1 6:05,Deer,NA,NA,NA
N220227,BSN0944,IMG_0279.AVI,2022/3/1 6:06,Others,NA,NA,NA
N220227,BSN0944,IMG_0280.AVI,2022/3/1 6:06,Others,NA,NA,NA
N220227,BSN0944,IMG_0281.AVI,2022/3/1 12:16,Others,NA,NA,NA
N220227,BSN0975,IMG_0292.AVI,2022/3/1 10:37,Others,NA,NA,NA
N220227,BSN0979,IMG_0355.AVI,2022/3/1 11:53,Others,NA,NA,NA
N220227,BSN1018,IMG_0149.AVI,2022/3/1 13:24,Others,NA,NA,NA
N220227,BSN1018,IMG_0150.AVI,2022/3/1 13:24,Others,NA,NA,NA
N220227,BSN1018,IMG_0151.AVI,2022/3/1 13:24,Others,NA,NA,NA
N220227,BSN1020,IMG_0678.AVI,2022/3/1 11:01,Others,NA,NA,NA
N220227,BSN1056,IMG_0529.AVI,2022/3/1 11:30,Others,NA,NA,NA
N220227,BSN1091,IMG_0436.AVI,2022/3/1 10:02,Others,NA,NA,NA
N220227,BSN1091,IMG_0439.AVI,2022/3/1 10:10,Others,NA,NA,NA
N220227,BSN1091,IMG_0440.AVI,2022/3/1 10:11,Others,NA,NA,NA
N220227,BSN1091,IMG_0441.AVI,2022/3/1 10:11,Others,NA,NA,NA
N220227,BSN1091,IMG_0442.AVI,2022/3/1 10:13,Others,NA,NA,NA
N220227,BSN1091,IMG_0443.AVI,2022/3/1 10:42,Others,NA,NA,NA
